,publication,title,authors,doi,year,cites,type,abstract,article_url,fulltext_url,abstractLength,scopus
844,Journal of Infectious Diseases,Reservoir targeted vaccine against borrelia burgdorferi: A new strategy to prevent lyme disease transmission,"[{'name': 'L. Richer', 'affiliation': ""St. Jude Children's Research Hospital, Memphis TN,, United States""}]",10.1093/infdis/jiu005,2014,55,Article,,,,,1
845,Parasites and Vectors,Implications of climate change on the distribution of the tick vector Ixodes scapularis and risk for Lyme disease in the Texas-Mexico transboundary region,"[{'name': 'T.P. Feria-Arroyo', 'affiliation': 'University of Texas-Pan American, Edinburg, United States'}]",10.1186/1756-3305-7-199,2014,53,Article,,,,,1
846,Infection and Immunity,"DhhP, a cyclic di-AMP phosphodiesterase of Borrelia burgdorferi, is essential for cell growth and virulence","[{'name': 'M. Ye', 'affiliation': 'Indiana University School of Medicine, Indianapolis, United States'}]",10.1128/IAI.00030-14,2014,53,Article,,,,,1
848,PLoS ONE,"Geography, deer, and host biodiversity shape the pattern of lyme disease emergence in the thousand islands archipelago of Ontario, Canada","[{'name': 'L. Werden', 'affiliation': 'Parks Canada, Gatineau, Canada'}]",10.1371/journal.pone.0085640,2014,52,Article,,,,,1
849,PLoS Pathogens,Strain-Specific Variation of the Decorin-Binding Adhesin DbpA Influences the Tissue Tropism of the Lyme Disease Spirochete,"[{'name': 'Y.P. Lin', 'affiliation': 'Tufts University School of Medicine, Boston, United States'}]",10.1371/journal.ppat.1004238,2014,50,Article,,,,,1
850,PLoS ONE,"Integrated assessment of behavioral and environmental risk factors for lyme disease infection on Block Island, Rhode Island","[{'name': 'C. Finch', 'affiliation': 'Yale University, New Haven, United States'}]",10.1371/journal.pone.0084758,2014,50,Article,,,,,1
851,PLoS ONE,Cerebrospinal fluid immunoglobulin kappa light chain in clinically isolated syndrome and multiple sclerosis,"[{'name': 'M. Senel', 'affiliation': 'Universität Ulm, Ulm, Germany'}]",10.1371/journal.pone.0088680,2014,49,Article,,,,,1
852,Emerging Infectious Diseases,"Monitoring human babesiosis emergence through vector surveillance, New England, USA","[{'name': 'M. Diuk-Wasser', 'affiliation': 'Yale University, New Haven, United States'}]",10.3201/eid2002.130644,2014,49,Article,,,,,1
853,PLoS ONE,Population bottlenecks during the infectious cycle of the lyme disease spirochete Borrelia burgdorferi,"[{'name': 'R.O.M. Rego', 'affiliation': 'National Institutes of Health (NIH), Bethesda, United States'}]",10.1371/journal.pone.0101009,2014,48,Article,,,,,1
854,Parasites and Vectors,Genetic characterization of the human relapsing fever spirochete Borrelia miyamotoi in vectors and animal reservoirs of Lyme disease spirochetes in France,"[{'name': 'J.F. Cosson', 'affiliation': 'Centre de Biologie pour la Gestion des Populations (CBGP), Montferrier-sur-Lez, France'}]",10.1186/1756-3305-7-233,2014,48,Article,,,,,1
855,PLoS ONE,Kappa free light chains: Diagnostic and prognostic relevance in MS and CIS,['S. Presslauer'],10.1371/journal.pone.0089945,2014,48,Article,,,,,1
857,PeerJ,Severity of chronic lyme disease compared to other chronic conditions: A quality of life survey,"[{'name': 'L. Johnson', 'affiliation': 'LymeDisease.org, Chico, United States'}]",10.7717/peerj.322,2014,46,Article,,,,,1
858,Frontiers in Cellular and Infection Microbiology,Immunity-related genes in Ixodes scapularis-perspectives from genome information,"[{'name': 'A.A. Smith', 'affiliation': 'University of Maryland, College Park, College Park, United States'}]",10.3389/fcimb.2014.00116,2014,44,Article,,,,,1
860,Vector-Borne and Zoonotic Diseases,"The prevalence of zoonotic tick-borne pathogens in ixodes scapularis collected in the hudson valley, new york state","[{'name': 'M.T. Aliota', 'affiliation': 'Wadsworth Center for Laboratories and Research, Albany, United States'}]",10.1089/vbz.2013.1475,2014,42,Article,,,,,1
861,Ecology and Evolution,Climate of origin affects tick (Ixodes ricinus) host-seeking behavior in response to temperature: Implications for resilience to climate change?,"[{'name': 'L. Gilbert', 'affiliation': 'The James Hutton Institute, Aberdeen, United Kingdom'}]",10.1002/ece3.1014,2014,42,Article,,,,,1
862,"Infection, Genetics and Evolution",Phylogeny of a relapsing fever Borrelia species transmitted by the hard tick Ixodes scapularis,"[{'name': 'A. Barbour', 'affiliation': 'University of California, Irvine, Irvine, United States'}]",10.1016/j.meegid.2014.04.022,2014,41,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1567134814001579,,,1
863,Proceedings of the National Academy of Sciences of the United States of America,Invariant natural killer T cells act as an extravascular cytotoxic barrier for joint-invading Lyme Borrelia,"[{'name': 'W.Y. Lee', 'affiliation': 'University of Calgary, Calgary, Canada'}]",10.1073/pnas.1404769111,2014,40,Article,,,,,1
864,Parasites and Vectors,Adverse moisture events predict seasonal abundance of Lyme disease vector ticks (Ixodes scapularis),"[{'name': 'K. Berger', 'affiliation': 'University of Rhode Island, Kingston, United States'}]",10.1186/1756-3305-7-181,2014,40,Article,,,,,1
865,Journal of Neurology,Immune cell subtyping in the cerebrospinal fluid of patients with neurological diseases,"[{'name': 'M.C. Kowarik', 'affiliation': 'University of Colorado Anschutz Medical Campus, Aurora, United States'}]",10.1007/s00415-013-7145-2,2014,40,Article,,,,,1
866,Parasites and Vectors,Revisited: Borrelia burgdorferi sensu lato infections in hard ticks (Ixodes ricinus) in the city of Hanover (Germany),"[{'name': 'J. Tappe', 'affiliation': 'Tierärztliche Hochschule Hannover, Hannover, Germany'}]",10.1186/1756-3305-7-441,2014,39,Article,,,,,1
867,Ticks and Tick-borne Diseases,"Remarkable diversity of tick or mammalian-associated Borreliae in the metropolitan San Francisco Bay Area, California","[{'name': 'N. Fedorova', 'affiliation': 'Department of Environmental Science, Policy, and Management, Berkeley, United States'}]",10.1016/j.ttbdis.2014.07.015,2014,39,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X14001605,,,1
868,PLoS ONE,Large scale spatial risk and comparative prevalence of Borrelia miyamotoi and Borrelia burgdorferi sensu lato in ixodes pacificus,"[{'name': 'K. Padgett', 'affiliation': 'California Department of Health Services, Sacramento, United States'}]",10.1371/journal.pone.0110853,2014,38,Article,,,,,1
870,Clinical Infectious Diseases,A systematic review of borrelia burgdorferi morphologic variants does not support a role in chronic lyme disease,"[{'name': 'P. Lantos', 'affiliation': 'Duke University School of Medicine, Durham, United States'}]",10.1093/cid/cit810,2014,38,Article,,,,,1
872,New Microbes and New Infections,High seroprevalence of Borrelia miyamotoi antibodies in forestry workers and individuals suspected of human granulocytic anaplasmosis in the Netherlands,"[{'name': 'S. Jahfari', 'affiliation': 'National Institute for Public Health and the Environment, Bilthoven, Netherlands'}]",10.1002/nmi2.59,2014,37,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S2052297514500364,,,1
873,Ticks and Tick-borne Diseases,"Ixodes ricinus ticks (Acari, Ixodidae) as a vector of Borrelia burgdorferi sensu lato and Borrelia miyamotoi in Lower Silesia, Poland - Preliminary study","[{'name': 'D. Kiewra', 'affiliation': 'University of Wroclaw, Wroclaw, Poland'}]",10.1016/j.ttbdis.2014.07.004,2014,37,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X1400123X,,,1
876,Cancer Biomarkers,Glycan microarrays: Powerful tools for biomarker discovery,"[{'name': 'S.M. Muthana', 'affiliation': 'National Cancer Institute at Frederick, Frederick, United States'}]",10.3233/CBM-130383,2014,37,Article,,,,,1
877,Experimental and Applied Acarology,Host and pathogen DNA identification in blood meals of nymphal Ixodes ricinus ticks from forest parks and rural forests of Poland,"[{'name': 'B. Wodecka', 'affiliation': 'Uniwersytet Szczecinski, Szczecin, Poland'}]",10.1007/s10493-013-9763-x,2014,37,Article,,,,,1
879,PLoS Neglected Tropical Diseases,MALDI-TOF Mass Spectrometry Detection of Pathogens in Vectors: The Borrelia crocidurae/Ornithodoros sonrai Paradigm,"[{'name': 'A. Fotso Fotso', 'affiliation': 'Unité de Recherche sur les Maladies Infectieuses et Tropicales émergentes, Marseille, France'}]",10.1371/journal.pntd.0002984,2014,36,Article,,,,,1
880,Nervenarzt,CXCL13: A biomarker for acute Lyme neuroborreliosis. Investigation of the predictive value in the clinical routine,"[{'name': 'T.A. Rupprecht', 'affiliation': 'Abteilung für Neurologie, Aachen, Germany'}]",10.1007/s00115-014-4020-z,2014,36,Article,,,,,1
881,Infection and Immunity,Versatile roles of CspA orthologs in complement inactivation of serum-resistant lyme disease spirochetes,"[{'name': 'C. Hammerschmidt', 'affiliation': 'Universitätsklinikum Frankfurt, Frankfurt am Main, Germany'}]",10.1128/IAI.01094-13,2014,36,Article,,,,,1
882,BMC Neurology,An open-label pilot trial of minocycline in children as a treatment for Angelman syndrome,"[{'name': 'J. Grieco', 'affiliation': 'Morsani College of Medicine, Tampa, United States'}]",10.1186/s12883-014-0232-x,2014,35,Article,,,,,1
883,Journal of Clinical Microbiology,Collection and characterization of samples for establishment of a serum repository for lyme disease diagnostic test development and evaluation,"[{'name': 'C.R. Molins', 'affiliation': 'National Center for Emerging and Zoonotic Infectious Diseases, Atlanta, United States'}]",10.1128/JCM.01409-14,2014,35,Article,,,,,1
884,Parasites and Vectors,ANTIDotE: Anti-tick vaccines to prevent tick-borne diseases in Europe,"[{'name': 'H. Sprong', 'affiliation': 'National Institute for Public Health and the Environment, Bilthoven, Netherlands'}]",10.1186/1756-3305-7-77,2014,35,Article,,,,,1
885,Ticks and Tick-borne Diseases,"Detection of candidatus neoehrlichia mikurensis, borrelia burgdorferi sensu lato genospecies and anaplasma phagocytophilum in a tick population from Austria","[{'name': 'M. Glatz', 'affiliation': 'University Hospital Zurich, Dermatologische Klinik, Zurich, Switzerland'}]",10.1016/j.ttbdis.2013.10.006,2014,35,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X13001209,,,1
886,Clinical Infectious Diseases,A comparison of lyme disease serologic test results from 4 laboratories in patients with persistent symptoms after antibiotic treatment,"[{'name': 'B.A. Fallon', 'affiliation': 'New York State Psychiatric Institute, New York, United States'}]",10.1093/cid/ciu703,2014,34,Article,,,,,1
887,European Journal of Clinical Microbiology and Infectious Diseases,"Co-infections with Borrelia species, Anaplasma phagocytophilum and Babesia spp. in patients with tick-borne encephalitis","[{'name': 'A. Moniuszko', 'affiliation': 'Uniwersytet Medyczny w Bialymstoku, Bialystok, Poland'}]",10.1007/s10096-014-2134-7,2014,34,Article,,,,,1
888,Arthritis and Rheumatology,Citrullination of Epithelial Neutrophil-Activating Peptide 78/CXCL5 Results in Conversion from a Non-Monocyte-Recruiting Chemokine to a Monocyte-Recruiting Chemokine,"[{'name': 'K. Yoshida', 'affiliation': 'University of Michigan Medical School, Ann Arbor, United States'}]",10.1002/art.38750,2014,34,Article,,,,,1
889,Ticks and Tick-borne Diseases,"Occurrence of ticks and prevalence of Anaplasma phagocytophilum and Borrelia burgdorferi s.l. in three types of urban biotopes: Forests, parks and cemeteries","[{'name': 'S. Hornok', 'affiliation': 'Hungarian University of Agriculture and Life Sciences, Godollo, Hungary'}]",10.1016/j.ttbdis.2014.05.010,2014,34,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X14001435,,,1
891,Infection and Immunity,Cyclic Di-GMP receptor PlzA controls virulence gene expression through RpoS in Borrelia burgdorferi,"[{'name': 'M. He', 'affiliation': 'Indiana University School of Medicine, Indianapolis, United States'}]",10.1128/IAI.01238-13,2014,34,Article,,,,,1
892,PLoS Neglected Tropical Diseases,Human African Trypanosomiasis Presenting at Least 29 Years after Infection—What Can This Teach Us about the Pathogenesis and Control of This Neglected Tropical Disease?,"[{'name': 'D. Sudarshi', 'affiliation': 'Hospital for Tropical Diseases, London, United Kingdom'}]",10.1371/journal.pntd.0003349,2014,33,Article,,,,,1
893,Pediatrics in Review,Borrelia burgdorferi (Lyme disease),"[{'name': 'E. Shapiro', 'affiliation': 'Yale School of Medicine, New Haven, United States'}]",10.1542/pir.35-12-500,2014,33,Article,,,,,1
895,Environmental Microbiology,Songbirds as general transmitters but selective amplifiers of Borrelia burgdorferi sensu lato genotypes in Ixodes rinicus ticks,"[{'name': 'D. Heylen', 'affiliation': 'Universiteit Antwerpen, Antwerpen, Belgium'}]",10.1111/1462-2920.12304,2014,33,Article,,,,,1
896,European Journal of Neurology,"Oral doxycycline for Lyme neuroborreliosis with symptoms of encephalitis, myelitis, vasculitis or intracranial hypertension","[{'name': 'D. Bremell', 'affiliation': 'Göteborgs universitet, Institutionen för biomedicin, Gothenburg, Sweden'}]",10.1111/ene.12420,2014,33,Article,,,,,1
897,American Journal of Tropical Medicine and Hygiene,Meteorological influences on the seasonality of lyme disease in the United States,"[{'name': 'S.M. Moore', 'affiliation': 'National Center for Atmospheric Research, Boulder, United States'}]",10.4269/ajtmh.13-0180,2014,33,Article,,,,,1
900,PLoS Neglected Tropical Diseases,"IrSPI, a Tick Serine Protease Inhibitor Involved in Tick Feeding and Bartonella henselae Infection","[{'name': 'X.Y. Liu', 'affiliation': 'INRAE, Paris, France'}]",10.1371/journal.pntd.0002993,2014,32,Article,,,,,1
901,Infection and Immunity,Borrelia burgdorferi RNA induces type I and III interferons via toll-like receptor 7 and contributes to production of NF-κB-dependent cytokines,"[{'name': 'A. Love', 'affiliation': 'New York Medical College, Valhalla, United States'}]",10.1128/IAI.01617-14,2014,32,Article,,,,,1
903,International Journal of Systematic and Evolutionary Microbiology,"Borrelia kurtenbachii sp. nov., a widely distributed member of the Borrelia burgdorferi sensu lato species complex in North America","[{'name': 'G. Margos', 'affiliation': 'Ludwig-Maximilians-Universität München, Munich, Germany'}]",10.1099/ijs.0.054593-0,2014,32,Article,,,,,1
904,Outlooks on Pest Management,Advancin g integrated tick management to mitigate burden of tick-borne diseases,"[{'name': 'A.A.P. De León', 'affiliation': 'USDA-ARS Knipling-Bushland U.S. Livestock Insects Research Laboratory, United States'}]",10.1564/v25_dec_10,2014,30,Article,,,,,1
905,Vector-Borne and Zoonotic Diseases,Regional seroreactivity and vector-borne disease Co-exposures in dogs in the United States from 2004-2010: Utility of canine surveillance,"[{'name': 'C. Yancey', 'affiliation': 'The University of North Carolina at Chapel Hill, Chapel Hill, United States'}]",10.1089/vbz.2014.1592,2014,30,Article,,,,,1
906,American Journal of Medicine,Chronic coinfections in patients diagnosed with chronic lyme disease: A systematic review,"[{'name': 'P. Lantos', 'affiliation': 'Duke University Medical Center, Durham, United States'}]",10.1016/j.amjmed.2014.05.036,2014,30,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0002934314004768,,,1
907,BMC Family Practice,Experiences of patients identifying with chronic Lyme disease in the healthcare system: A qualitative study,"[{'name': 'A. Ali', 'affiliation': 'Yale School of Medicine, New Haven, United States'}]",10.1186/1471-2296-15-79,2014,30,Article,,,,,1
