,publication,title,authors,doi,year,cites,type,abstract,article_url,fulltext_url,abstractLength,crossref
1549,Gaceta Sanitaria,Epidemiología de la enfermedad de Lyme en un área sanitaria del noroeste de España,"['María Esther Vázquez-López', 'Robustiano Pego-Reigosa', 'Carolina Díez-Morrondo', 'Manuel Castro-Gago', 'Pablo Díaz', 'Gonzalo Fernández', 'Patrocinio Morrondo']",10.1016/j.gaceta.2015.01.008,2015,9,journal-article,,http://dx.doi.org/10.1016/j.gaceta.2015.01.008,https://api.elsevier.com/content/article/PII:S0213911115000114,,1
1550,Médecine et Maladies Infectieuses,Babesiosis and Lyme disease co-infection in a female patient returning from the United States,"['L. Surgers', 'G. Belkadi', 'A. Foucard', 'V. Lalande', 'P.-M. Girard', 'C. Hennequin']",10.1016/j.medmal.2015.10.002,2015,5,journal-article,,http://dx.doi.org/10.1016/j.medmal.2015.10.002,https://api.elsevier.com/content/article/PII:S0399077X15002310,,1
1551,Annals of the American Thoracic Society,Diaphragm Paralysis in Lyme Disease: Late Occurrence in the Course of Treatment and Long-Term Recovery,"['Krishna P. Reddy', 'Jessica B. McCannon', 'Nagagopal Venna']",10.1513/annalsats.201501-070le,2015,3,journal-article,,http://dx.doi.org/10.1513/annalsats.201501-070le,,,1
1552,"Infection, Genetics and Evolution","Cross-reactive acquired immunity influences transmission success of the Lyme disease pathogen, Borrelia afzelii","['Maxime Jacquet', 'Jonas Durand', 'Olivier Rais', 'Maarten J. Voordouw']",10.1016/j.meegid.2015.09.012,2015,21,journal-article,,http://dx.doi.org/10.1016/j.meegid.2015.09.012,https://api.elsevier.com/content/article/PII:S1567134815003792,,1
1553,Molecular & Cellular Proteomics,Discovery and Targeted Proteomics on Cutaneous Biopsies Infected by Borrelia to Investigate Lyme Disease*,"['Gilles Schnell', 'Amandine Boeuf', 'Benoît Westermann', 'Benoît Jaulhac', 'Dan Lipsker', 'Christine Carapito', 'Nathalie Boulanger', 'Laurence Ehret-Sabatier']",10.1074/mcp.m114.046540,2015,17,journal-article,,http://dx.doi.org/10.1074/mcp.m114.046540,https://api.elsevier.com/content/article/PII:S1535947620328747,,1
1554,Experimental Dermatology,Ixodestick saliva suppresses the keratinocyte cytokine response to TLR2/TLR3 ligands during early exposure to Lyme borreliosis,"['Quentin Bernard', 'Richard L. Gallo', 'Benoît Jaulhac', 'Teruaki Nakatsuji', 'Benjamin Luft', 'Xiahoua Yang', 'Nathalie Boulanger']",10.1111/exd.12853,2015,18,journal-article,,http://dx.doi.org/10.1111/exd.12853,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fexd.12853,,1
1555,PLOS ONE,Different Populations of Blacklegged Tick Nymphs Exhibit Differences in Questing Behavior That Have Implications for Human Lyme Disease Risk,"['Isis M. Arsnoe', 'Graham J. Hickling', 'Howard S. Ginsberg', 'Richard McElreath', 'Jean I. Tsao']",10.1371/journal.pone.0127450,2015,65,journal-article,,http://dx.doi.org/10.1371/journal.pone.0127450,http://dx.plos.org/10.1371/journal.pone.0127450,,1
1556,Canadian Journal of Infectious Diseases and Medical Microbiology,Lyme Disease: Knowledge and Practices of Family Practitioners in Southern Quebec,"['Cécile Ferrouillet', 'François Milord', 'Louise Lambert', 'Anne Vibien', 'André Ravel']",10.1155/2015/846963,2015,10,journal-article,BACKGROUND: Public health authorities in Quebec have responded to the progressive emergence of Lyme disease (LD) with surveillance activities and education for family physicians (FPs) who are key actors in both vigilance and case management.,http://dx.doi.org/10.1155/2015/846963,http://downloads.hindawi.com/journals/cjidmm/2015/846963.pdf,241.0,1
1557,Vector-Borne and Zoonotic Diseases,Using Nation-Wide Health Insurance Claims Data to Augment Lyme Disease Surveillance,"['Yi-Ju Tseng', 'Aurel Cami', 'Donald A. Goldmann', 'Alfred DeMaria', 'Kenneth D. Mandl']",10.1089/vbz.2015.1790,2015,11,journal-article,,http://dx.doi.org/10.1089/vbz.2015.1790,https://www.liebertpub.com/doi/full-xml/10.1089/vbz.2015.1790,,1
1558,Clinical Infectious Diseases,Course and Outcome of Early Lyme Borreliosis in Patients With Hematological Malignancies: Table 1.,"['Vera Maraspin', 'Eva Ružić-Sabljić', 'Lara Lusa', 'Franc Strle']",10.1093/cid/civ341,2015,6,journal-article,,http://dx.doi.org/10.1093/cid/civ341,http://academic.oup.com/cid/article-pdf/61/3/427/17352863/civ341.pdf,,1
1559,PLOS ONE,Evaluation of Borrelia burgdorferi BbHtrA Protease as a Vaccine Candidate for Lyme Borreliosis in Mice,"['Amy J. Ullmann', 'Theresa M. Russell', 'Marc C. Dolan', 'Martin Williams', 'Andrias Hojgaard', 'Zachary P. Weiner', 'Barbara J. B. Johnson']",10.1371/journal.pone.0128868,2015,5,journal-article,,http://dx.doi.org/10.1371/journal.pone.0128868,http://dx.plos.org/10.1371/journal.pone.0128868,,1
1560,"Brain, Behavior, and Immunity",Anti-neural antibody response in patients with post-treatment Lyme disease symptoms versus those with myalgic encephalomyelitis/chronic fatigue syndrome,"['Mary Ajamian', 'Michael Cooperstock', 'Gary P. Wormser', 'Suzanne D. Vernon', 'Armin Alaedini']",10.1016/j.bbi.2015.04.006,2015,3,journal-article,,http://dx.doi.org/10.1016/j.bbi.2015.04.006,https://api.elsevier.com/content/article/PII:S0889159115000914,,1
1561,Emerging Infectious Diseases,"No Geographic Correlation between Lyme Disease and Death Due to 4 Neurodegenerative Disorders, United States, 2001–2010","['Joseph D. Forrester', 'Kiersten J. Kugeler', 'Anna E. Perea', 'Daniel M. Pastula', 'Paul S. Mead']",10.3201/eid2111.150778,2015,18,journal-article,,http://dx.doi.org/10.3201/eid2111.150778,,,1
1562,Vector-Borne and Zoonotic Diseases,Detection of Lyme Disease and Q Fever Agents in Wild Rodents in Central Italy,"['Ilaria Pascucci', 'Marco Di Domenico', ""Francesca Dall'Acqua"", 'Giulia Sozio', 'Cesare Cammà']",10.1089/vbz.2015.1807,2015,25,journal-article,,http://dx.doi.org/10.1089/vbz.2015.1807,https://www.liebertpub.com/doi/full-xml/10.1089/vbz.2015.1807,,1
1563,World Journal for Pediatric and Congenital Heart Surgery,Cardiac Magnetic Resonance Characterizes Myocarditis in a 16-Year-Old Female With Lyme Disease,"['Catherine M. Avitabile', 'Matthew A. Harris', 'Devyani Chowdhury']",10.1177/2150135115593134,2015,2,journal-article,"Myocarditis may occur during early disseminated Lyme disease. A 16-year-old girl with serologic evidence of Borrelia burgdorferi infection and transient first-degree atrioventricular block underwent cardiac magnetic resonance imaging, which demonstrated myocardial hyperemia, edema, and delayed gadolinium enhancement. We discuss the use of T1- and T2-weighted dark blood sequences in addition to inversion recovery delayed enhancement imaging to support the diagnosis of Lyme myocarditis.",http://dx.doi.org/10.1177/2150135115593134,http://journals.sagepub.com/doi/pdf/10.1177/2150135115593134,489.0,1
1564,The FASEB Journal,"Effects of Landscape Fragmentation, Habitat, and Vegetation on Abundance of Ixodes scapularis as a Lyme Disease Carrier in Essex County, Massachusetts","['Samantha Kruguer', 'Samuel Mason', 'Gregory Keller', 'Justin Topp']",10.1096/fasebj.29.1_supplement.718.5,2015,0,journal-article,,http://dx.doi.org/10.1096/fasebj.29.1_supplement.718.5,,,1
1565,EcoHealth,An Examination of the Demographic and Environmental Variables Correlated with Lyme Disease Emergence in Virginia,"['Sara E. Seukep', 'Korine N. Kolivras', 'Yili Hong', 'Jie Li', 'Stephen P. Prisley', 'James B. Campbell', 'David N. Gaines', 'Randel L. Dymond']",10.1007/s10393-015-1034-3,2015,15,journal-article,,http://dx.doi.org/10.1007/s10393-015-1034-3,http://link.springer.com/content/pdf/10.1007/s10393-015-1034-3.pdf,,1
1566,Journal of Zoo and Wildlife Medicine,SUSPECTED LYME BORRELIOSIS IN A CAPTIVE ADULT CHIMPANZEE (PAN TROGLODYTES),"['Allison N. Wack', 'Cynthia J. Holland', 'Job E. Lopez', 'Tom G. Schwan', 'Ellen Bronson']",10.1638/2014-0231r.1,2015,1,journal-article,,http://dx.doi.org/10.1638/2014-0231r.1,,,1
1567,Journal of the European Academy of Dermatology and Venereology,Painful blister‐free HSV‐type 1 reactivation on the site of acute Lyme borreliosis,"['S. Silling', 'U. Wieland', 'V. Fingerle', 'H. Rasokat', 'M. Fabri']",10.1111/jdv.13142,2015,1,journal-article,,http://dx.doi.org/10.1111/jdv.13142,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jdv.13142,,1
1568,Emerging Infectious Diseases,"Epidemiology of Lyme Disease, Nova Scotia, Canada, 2002–2013","['Todd F. Hatchette', 'B. Lynn Johnston', 'Emily Schleihauf', 'Angela Mask', 'David Haldane', 'Michael Drebot', 'Maureen Baikie', 'Teri J. Cole', 'Sarah Fleming', 'Richard Gould', 'Robbin Lindsay']",10.3201/eid2110.141640,2015,10,journal-article,,http://dx.doi.org/10.3201/eid2110.141640,,,1
1569,Medical and Veterinary Entomology,Tick abundances in South London parks and the potential risk for Lyme borreliosis to the general public,"['C. NELSON', 'S. BANKS', 'C. L. JEFFRIES', 'T. WALKER', 'J. G. LOGAN']",10.1111/mve.12137,2015,13,journal-article,,http://dx.doi.org/10.1111/mve.12137,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fmve.12137,,1
1570,Journal of Medical Entomology,"Linkages of Weather and Climate WithIxodes scapularisandIxodes pacificus(Acari: Ixodidae), Enzootic Transmission ofBorrelia burgdorferi, and Lyme Disease in North America","['Rebecca J. Eisen', 'Lars Eisen', 'Nicholas H. Ogden', 'Charles B. Beard']",10.1093/jme/tjv199,2015,87,journal-article,,http://dx.doi.org/10.1093/jme/tjv199,http://academic.oup.com/jme/article-pdf/53/2/250/7426924/tjv199.pdf,,1
1571,ISPRS International Journal of Geo-Information,"Analyzing the Correlation between Deer Habitat and the Component of the Risk for Lyme Disease in Eastern Ontario, Canada: A GIS-Based Approach","['Dongmei Chen', 'Haydi Wong', 'Paul Belanger', 'Kieran Moore', 'Mary Peterson', 'John Cunningham']",10.3390/ijgi4010105,2015,5,journal-article,,http://dx.doi.org/10.3390/ijgi4010105,http://www.mdpi.com/2220-9964/4/1/105/pdf,,1
1572,BMC Dermatology,Exploring the association between Morgellons disease and Lyme disease: identification of Borrelia burgdorferi in Morgellons disease patients,"['Marianne J Middelveen', 'Cheryl Bandoski', 'Jennie Burke', 'Eva Sapi', 'Katherine R Filush', 'Yean Wang', 'Agustin Franco', 'Peter J Mayne', 'Raphael B Stricker']",10.1186/s12895-015-0023-0,2015,16,journal-article,,http://dx.doi.org/10.1186/s12895-015-0023-0,http://link.springer.com/content/pdf/10.1186/s12895-015-0023-0.pdf,,1
1573,Vector-Borne and Zoonotic Diseases,Two Introductions of Lyme Disease into Connecticut: A Geospatial Analysis of Human Cases from 1984 to 2012,"['Ling Xue', 'Caterina Scoglio', 'D. Scott McVey', 'Rebecca Boone', 'Lee W. Cohnstaedt']",10.1089/vbz.2015.1791,2015,2,journal-article,,http://dx.doi.org/10.1089/vbz.2015.1791,https://www.liebertpub.com/doi/full-xml/10.1089/vbz.2015.1791,,1
1574,Applied and Environmental Microbiology,Evolutionary Aspects of Emerging Lyme Disease in Canada,"['N. H. Ogden', 'E. J. Feil', 'P. A. Leighton', 'L. R. Lindsay', 'G. Margos', 'S. Mechai', 'P. Michel', 'T. J. Moriarty']",10.1128/aem.01671-15,2015,18,journal-article,"ABSTRACT: In North America, Lyme disease (LD) is a tick-borne zoonosis caused by the spirochete bacterium",http://dx.doi.org/10.1128/aem.01671-15,https://journals.asm.org/doi/pdf/10.1128/AEM.01671-15,105.0,1
1575,Current Opinion in Microbiology,Spirochetal motility and chemotaxis in the natural enzootic cycle and development of Lyme disease,"['MD A. Motaleb', 'Jun Liu', 'R Mark Wooten']",10.1016/j.mib.2015.09.006,2015,33,journal-article,,http://dx.doi.org/10.1016/j.mib.2015.09.006,https://api.elsevier.com/content/article/PII:S1369527415001368,,1
1576,Journal of the Neurological Sciences,Neuroborreliosis (lyme disease): report on five patients aged between 10 and 30 years residing in northeastern mexico presenting atypical symptomatology,"['J. Trevino', 'R. Calderon-Sepúlveda', 'A. Yee-Arellano', 'M. Peral-Ríos', 'J.A. Trevino-Calderon']",10.1016/j.jns.2015.08.375,2015,0,journal-article,,http://dx.doi.org/10.1016/j.jns.2015.08.375,https://api.elsevier.com/content/article/PII:S0022510X15008710,,1
1577,Ticks and Tick-borne Diseases,Epidemiology and cost of hospital care for Lyme borreliosis in Germany: Lessons from a health care utilization database analysis,"['B. Lohr', 'I. Müller', 'M. Mai', 'D.E. Norris', 'O. Schöffski', 'K.-P. Hunfeld']",10.1016/j.ttbdis.2014.09.004,2015,30,journal-article,,http://dx.doi.org/10.1016/j.ttbdis.2014.09.004,https://api.elsevier.com/content/article/PII:S1877959X14001885,,1
1578,Genome Announcements,"Genome Sequence of Borrelia chilensis VA1, a South American Member of the Lyme Borreliosis Group","['Weihua Huang', 'Caroline Ojaimi', 'John T. Fallon', 'Dante Travisany', 'Alejandro Maass', 'Larisa Ivanova', 'Alexandra Tomova', 'Daniel González-Acuña', 'Henry P. Godfrey', 'Felipe C. Cabello']",10.1128/genomea.01535-14,2015,5,journal-article,ABSTRACT: Borrelia chilensis strain VA1 is a recently described South American member of the,http://dx.doi.org/10.1128/genomea.01535-14,https://journals.asm.org/doi/pdf/10.1128/genomeA.01535-14,92.0,1
1580,BMC Public Health,Acceptability of tick control interventions to prevent Lyme disease in Switzerland and Canada: a mixed-method study,"['Cécile Aenishaenslin', 'Pascal Michel', 'André Ravel', 'Lise Gern', 'Jean-Philippe Waaub', 'François Milord', 'Denise Bélanger']",10.1186/s12889-015-2629-x,2015,10,journal-article,,http://dx.doi.org/10.1186/s12889-015-2629-x,http://link.springer.com/content/pdf/10.1186/s12889-015-2629-x,,1
1581,Ticks and Tick-borne Diseases,Genetic variation in transmission success of the Lyme borreliosis pathogen Borrelia afzelii,"['Nicolas Tonetti', 'Maarten J. Voordouw', 'Jonas Durand', 'Séverine Monnier', 'Lise Gern']",10.1016/j.ttbdis.2015.02.007,2015,34,journal-article,,http://dx.doi.org/10.1016/j.ttbdis.2015.02.007,https://api.elsevier.com/content/article/PII:S1877959X15000333,,1
1582,Insect Biochemistry and Molecular Biology,An investigation of binding ability of Ixodes persulcatus Schulze Salp15 with Lyme disease spirochetes,"['Yusuke Murase', 'Satoru Konnai', 'Shinji Yamada', 'Naftaly Githaka', 'Masayoshi Isezaki', 'Takuya Ito', 'Ai Takano', 'Shuji Ando', 'Hiroki Kawabata', 'Siro Murata', 'Kazuhko Ohashi']",10.1016/j.ibmb.2015.01.010,2015,4,journal-article,,http://dx.doi.org/10.1016/j.ibmb.2015.01.010,https://api.elsevier.com/content/article/PII:S096517481500017X,,1
1583,The Journal of Immunology,"β-Glucuronidase, a Regulator of Lyme Arthritis Severity, Modulates Lysosomal Trafficking and MMP-9 Secretion in Response to Inflammatory Stimuli","['Kenneth K. C. Bramwell', 'Kelton Mock', 'Ying Ma', 'John H. Weis', 'Cory Teuscher', 'Janis J. Weis']",10.4049/jimmunol.1500212,2015,8,journal-article,,http://dx.doi.org/10.4049/jimmunol.1500212,https://syndication.highwire.org/content/doi/10.4049/jimmunol.1500212,,1
1584,Spatial and Spatio-temporal Epidemiology,Landscape risk factors for Lyme disease in the eastern broadleaf forest province of the Hudson River valley and the effect of explanatory data classification resolution,"['Kyle P. Messier', 'Laura E. Jackson', 'Jennifer L. White', 'Elizabeth D. Hilborn']",10.1016/j.sste.2014.10.002,2015,7,journal-article,,http://dx.doi.org/10.1016/j.sste.2014.10.002,https://api.elsevier.com/content/article/PII:S1877584514000665,,1
1585,PLOS Pathogens,Intravital Imaging of Vascular Transmigration by the Lyme Spirochete: Requirement for the Integrin Binding Residues of the B. burgdorferi P66 Protein,"['Devender Kumar', 'Laura C. Ristow', 'Meiqing Shi', 'Priyanka Mukherjee', 'Jennifer A. Caine', 'Woo-Yong Lee', 'Paul Kubes', 'Jenifer Coburn', 'George Chaconas']",10.1371/journal.ppat.1005333,2015,22,journal-article,,http://dx.doi.org/10.1371/journal.ppat.1005333,http://dx.plos.org/10.1371/journal.ppat.1005333,,1
1586,Japanese Journal of Infectious Diseases,Epidemiological Features and Clinical Manifestations of Lyme Borreliosis in Korea during the Period 2005^|^ndash;2012,"['Shinje Moon', 'Yeongseon Hong', 'Kyu-Jam Hwang', 'Suyeon Kim', 'Jihye Eom', 'Donghyok Kwon', 'Ji-Hyuk Park', 'Seung-Ki Youn', 'Aeree Sohn']",10.7883/yoken.jjid.2013.462,2015,6,journal-article,,http://dx.doi.org/10.7883/yoken.jjid.2013.462,,,1
